Date,Close,High,Low,Open,Volume
2018-04-02,39.194252014160156,39.7256858766554,38.67457979286387,39.184847724476676,150347200
2018-04-03,39.59636306762695,39.68101604537929,38.770999225582806,39.42000299631415,121112000
2018-04-04,40.35352325439453,40.44758049433387,38.74512077027734,38.770987049468715,138422000
2018-04-05,40.63335418701172,40.9696122764427,40.46404826051155,40.581621621244764,107732800
2018-04-06,39.593997955322266,40.55809716197049,39.55166968838654,40.203026977373334,140021200
2018-04-09,39.986698150634766,40.70154255952048,39.93966952695415,39.946723641103546,116070800
2018-04-10,40.73917007446289,40.91553011807529,40.33471742073413,40.68038339325876,113634400
2018-04-11,40.548683166503906,40.89669915463956,40.37467337840977,40.4993007982432,89726400
2018-04-12,40.948448181152344,41.150674496485806,40.689785363381375,40.77679208647928,91557200
2018-04-13,41.08718490600586,41.348197905710904,40.88025823467464,41.09894295948079,100497200
2018-04-16,41.343482971191406,41.43048607771874,41.11068651149989,41.15771512075648,86313600
2018-04-17,41.91255187988281,42.07715386319057,41.48223295977202,41.50104512758635,106421600
2018-04-18,41.8184928894043,42.04893926427621,41.59275404176173,41.81143877466886,83018000
2018-04-19,40.63335418701172,41.242383334476784,40.60043378952859,40.85909303030914,139235200
2018-04-20,38.968502044677734,40.26180858382198,38.900307508758615,40.116018813040874,261964400
2018-04-23,38.85564041137695,39.25068512896264,38.58521956459875,39.22952278796063,146062000
2018-04-24,38.31480026245117,39.11194735682978,37.91034768951034,38.95674968831802,134768000
2018-04-25,38.48176574707031,38.89797651593376,38.19018606172027,38.23956487189189,113528400
2018-04-26,38.61578369140625,38.97085384618492,38.415907600882896,38.59226759085532,111852000
2018-04-27,38.169010162353516,38.64165368931231,37.77161170591066,38.56405485568262,142623200
2018-04-30,38.8603401184082,39.33063349139752,38.05613888116291,38.12433342955642,169709600
2018-05-01,39.76331329345703,39.786825813515165,38.86270089117531,39.130768018607526,214277600
2018-05-02,41.51984786987305,41.79731920902319,40.868490610877785,41.20474861558211,266157600
2018-05-03,41.5950927734375,41.73853238035126,41.01898417086866,41.35759593722596,136272800
2018-05-04,43.227012634277344,43.32577380478561,41.896081625328584,41.91489378943303,224805200
2018-05-07,43.53974533081055,44.129962005297116,43.44333436364769,43.54444567941432,169805600
2018-05-08,43.749046325683594,43.78902083601134,43.18939600498701,43.49979138596113,113611200
2018-05-09,44.057098388671875,44.06650268060345,43.55388445104217,43.866630081577,92844800
2018-05-10,44.6872673034668,44.764866127693075,44.1252669595732,44.14643288476444,111957200
2018-05-11,44.51731491088867,44.86431373655376,44.24821414832079,44.72976515621455,104848800
2018-05-14,44.4134521484375,44.739207039830816,44.3449982374365,44.61645824567123,83115200
2018-05-15,44.00980758666992,44.1585224188313,43.69349681524123,44.090064898484975,94780800
2018-05-16,44.4205322265625,44.486630499953954,43.90593748388413,43.92246295270436,76732400
2018-05-17,44.13962936401367,44.59285148855085,43.99091455997095,44.37804201646454,69176000
2018-05-18,43.9791145324707,44.33319468202338,43.93662664343136,44.186842706146265,73190800
2018-05-21,44.29071044921875,44.67783796727846,44.12075167525206,44.37804907404696,73603200
2018-05-22,44.179752349853516,44.585764459734094,44.090050911053055,44.46773776737088,60962800
2018-05-23,44.46302032470703,44.49606765793709,43.84928001970395,43.98855426864203,80233600
2018-05-24,44.4134521484375,44.57632959413416,43.95551151224936,44.55980772674339,92936000
2018-05-25,44.514949798583984,44.76752505903052,44.295418267574824,44.43232966932365,69844000
2018-05-29,44.35443878173828,44.55508564127601,44.11130403301255,44.2836256330916,90056400
2018-05-30,44.2600212097168,44.37804793294271,44.090062440120306,44.31195325608738,74762000
2018-05-31,44.11130905151367,44.432341902163905,43.93899103371972,44.19392920352048,109931200
2018-06-01,44.90679931640625,44.91151779096248,44.319025064148434,44.37567917582391,93770000
2018-06-04,45.28211975097656,45.65744375602655,45.16881513852328,45.237269033035616,105064800
2018-06-05,45.63147735595703,45.78019213484728,45.40722737003066,45.5748268511521,86264000
2018-06-06,45.789642333984375,45.81324911722004,45.303372855200706,45.707025796438366,83734400
2018-06-07,45.666900634765625,45.84157787725058,45.402518329510784,45.82741524698312,85388800
2018-06-08,45.25143814086914,45.32225488450402,44.79585678682235,45.12633012126618,106627200
2018-06-11,45.140499114990234,45.31517996033656,44.89972719532468,45.168827977572434,73234000
2018-06-12,45.38835525512695,45.46625332272547,45.12161371473412,45.17826783713931,67644400
2018-06-13,45.015403747558594,45.53000227360995,44.95403113148801,45.421416073910436,86553600
2018-06-14,45.03900146484375,45.22076363989936,44.90209002406459,45.21604156210974,86440400
2018-06-15,44.57632827758789,44.88792053004648,44.43941685773997,44.85723243194056,246876800
2018-06-18,44.552730560302734,44.666035210598075,44.18920622118241,44.34972444416655,73939600
2018-06-19,43.8327522277832,43.98382624525081,43.303991365702245,43.70292214982932,134314000
2018-06-20,44.02396774291992,44.18920443498189,43.84220558070689,43.98856116672441,82514800
2018-06-21,43.77847671508789,44.46067107724782,43.65572790612877,44.20101082789006,102847600
2018-06-22,43.6510009765625,43.941345694470854,43.599068932463176,43.93426437953818,108801600
2018-06-25,43.00185012817383,43.65099701866678,42.66193263466796,43.292194819756226,126652400
2018-06-26,43.535335540771484,44.0310492206768,43.08919466961261,43.19542160237072,98276800
2018-06-27,43.47160339355469,44.208088991008594,43.44091529303086,43.72417870729085,101141200
2018-06-28,43.787906646728516,43.95550614918332,43.38661657843012,43.45743332033904,69460800
2018-06-29,43.69584274291992,44.186834221581655,43.17652601033752,43.97438401151009,90950800
2018-07-02,44.18447494506836,44.21280380316202,43.29691543239838,43.39133895622868,70925200
2018-07-03,43.41495132446289,44.36624646682203,43.325249858311246,44.328477049296076,55819200
2018-07-05,43.76430130004883,44.0027175522278,43.499922630270966,43.7312539663266,66416800
2018-07-06,44.370967864990234,44.47955043635213,43.71709879140897,43.76903083923939,69940800
2018-07-09,44.987060546875,45.010663727390416,44.68491246191905,44.732122424839176,79026400
2018-07-10,44.932769775390625,45.15229772629047,44.89263752447302,45.01774915035912,63756400
2018-07-11,44.34971618652344,44.79821622843991,44.285980756772624,44.49606814931717,75326000
2018-07-12,45.09328842163086,45.182989881568,44.68727621608019,44.73920826110805,72164400
2018-07-13,45.164100646972656,45.28448659280294,45.06259580481476,45.105087292800874,50055600
2018-07-16,45.06495666503906,45.47568728682713,44.94928919926209,45.20894938696994,60172400
2018-07-17,45.19242477416992,45.29156677447239,44.6613045999065,44.7911346962154,62138000
2018-07-18,44.94457244873047,45.27504941787513,44.833627046461345,45.27032734066018,65573600
2018-07-19,45.293941497802734,45.45209689229721,44.77698381624712,44.77698381624712,81147200
2018-07-20,45.190067291259766,45.42375787179969,44.89027843939604,45.27032458958884,82704800
2018-07-23,45.23019790649414,45.31281804782322,44.74628765418702,45.01066634341688,63957600
2018-07-24,45.558311462402344,45.71410758885159,45.33406142687722,45.42848135702797,74791600
2018-07-25,45.987937927246094,45.99501924306753,45.42376668627782,45.572481522308124,66839600
2018-07-26,45.843936920166016,46.25703041090715,45.70230342544187,45.93835684872252,76304000
2018-07-27,45.08147430419922,46.075260636472876,44.873749775395844,46.02805068001251,96096000
2018-07-30,44.82889938354492,45.36946005245888,44.63061540382976,45.29864331630665,84118000
2018-07-31,44.918601989746094,45.35530224080693,44.69435196969696,44.92096482906494,157492000
2018-08-01,47.56476974487305,47.62614234463773,46.57570522201476,47.005324226036834,271742800
2018-08-02,48.95512390136719,49.18881810901228,47.29330923044903,47.34760051436628,249616000
2018-08-03,49.09675979614258,49.273799888813365,48.504263314128146,48.87014689269242,133789600
2018-08-06,49.351688385009766,49.394176270098725,48.87958156283439,49.09910950623912,101701600
2018-08-07,48.8890380859375,49.453205778668654,48.80641792431007,49.410717879699384,102349600
2018-08-08,48.922080993652344,49.054270358756185,48.27765603782609,48.638817553874105,90102000
2018-08-09,49.30684280395508,49.519289455339305,48.91027115897772,49.460276096411505,93970400
2018-08-10,49.15998840332031,49.5318938738822,48.95627028892523,49.119719005820706,98444800
2018-08-13,49.477394104003906,49.97010762312092,49.2002434272234,49.58162245038734,103563600
2018-08-14,49.68585205078125,49.8777253230472,49.33289761698768,49.7829742500463,82992000
2018-08-15,49.80192565917969,49.92036630881333,49.349481510093966,49.56030572186097,115230400
2018-08-16,50.53152847290039,50.647598014573205,50.09329655425641,50.15962303936155,114001600
2018-08-17,51.54063415527344,51.6282790804215,50.49361923351846,50.559945708958374,141708000
2018-08-20,51.038448333740234,51.91964347624076,50.955538429933824,51.66381484377017,121150800
2018-08-21,50.93894958496094,51.44824651291401,50.699700789987496,51.35586295698155,104639200
2018-08-22,50.941322326660156,51.25163623938956,50.65469437430576,50.71628582322843,76072400
2018-08-23,51.04554748535156,51.41508169772484,50.83472329421443,50.84656446640167,75532800
2018-08-24,51.20426940917969,51.3795592809375,50.95554328856623,51.308497773209886,73905600
2018-08-27,51.62590789794922,51.81541364909847,51.244528884025435,51.43876965842527,82100400
2018-08-28,52.042823791503906,52.24180322712333,51.85805665635416,51.87937510705867,91107200
2018-08-29,52.81977462768555,52.9405863659329,51.97411053255733,52.14940032606032,109019200
2018-08-30,53.30539321899414,54.07051872797575,52.682394306819354,52.883744837114136,195175200
2018-08-31,53.921295166015625,54.21502568482457,53.53517746394279,53.65598563398304,173360400
2018-09-04,54.094207763671875,54.2884485284002,53.68440417256293,54.106052550251725,109560400
2018-09-05,53.74126052856445,54.40452890571395,53.321983221015245,54.24345135322492,133332000
2018-09-06,52.84822082519531,53.854966375900794,52.42183375140391,53.58965685525176,137160000
2018-09-07,52.42183303833008,53.38593806128113,52.28207393714789,52.552118477788824,150479200
2018-09-10,51.718292236328125,52.55211538527459,51.2776928944184,52.338920056563786,158066000
2018-09-11,53.02587890625,53.13247476524067,51.29901225541865,51.64248940750935,142996000
2018-09-12,52.36735153198242,53.29829332034055,52.07598492604216,53.284081020445285,197114800
2018-09-13,53.63228988647461,54.09184013440997,52.722666665655694,52.94770315209747,166825600
2018-09-14,53.02350997924805,53.734153888023066,52.710828538938394,53.47595413532005,127997200
2018-09-17,51.6117057800293,52.81269225388577,51.46720802290819,52.6231864653548,148780400
2018-09-18,51.69697189331055,52.55211345943383,51.4316624016056,51.59037242560081,126286800
2018-09-19,51.727779388427734,52.023881076761036,51.00055552143287,51.75857512066162,108495200
2018-09-20,52.12099075317383,52.65397366389171,51.91253405811278,52.17073741523038,106435200
2018-09-21,51.559593200683594,52.436053433548814,51.471944647231396,52.298661822955744,384986800
2018-09-24,52.30101776123047,52.41235225527132,51.315594354443164,51.36060237729222,110773600
2018-09-25,52.632652282714844,52.78188864604864,52.04281659315309,52.05466138008016,98217600
2018-09-26,52.213382720947266,53.00219798957387,52.05704017447591,52.350774327132186,95938800
2018-09-27,53.28644561767578,53.63940004203078,52.95244213031854,53.018772217071486,120724800
2018-09-28,53.47358703613281,53.49727299789498,53.06615090279619,53.24854690500013,91717600
2018-10-01,53.833641052246094,54.34530550981975,53.618081823828625,53.99708972184782,94403200
2018-10-02,54.312156677246094,54.48271154166878,53.68442253355331,53.831287816714045,99152800
2018-10-03,54.973052978515625,55.30468540068172,54.430592698909706,54.49455167122827,114619200
2018-10-04,54.006568908691406,55.03937152166361,53.708096157284366,54.66746614555223,128168000
2018-10-05,53.130096435546875,54.106049688672336,52.25126898143084,53.99945384413411,134322000
2018-10-08,53.00692367553711,53.250911098505604,52.161255792698086,52.637389466556535,118655600
2018-10-09,53.74126052856445,53.83601521931259,52.64687005570699,52.976134925197805,107564000
2018-10-10,51.251644134521484,53.618089896183506,51.178211501360096,53.40726565940441,167962400
2018-10-11,50.799198150634766,51.995449534818604,50.29464339890083,50.81578157793993,212497600
2018-10-12,52.613712310791016,52.796111946818264,51.365346690576,52.21338228507249,161351600
2018-10-15,51.488521575927734,52.54738131852214,51.467203125558655,52.388671274904624,123164000
2018-10-16,52.6231803894043,52.8221634323742,51.3463903017466,51.860422299164966,116736000
2018-10-17,52.39577865600586,52.73925583993557,51.95754677733972,52.658717060301136,91541600
2018-10-18,51.17109298706055,52.05229160113189,50.455710539180835,51.6069536566275,130325200
2018-10-19,51.95043182373047,52.412349586914395,51.505093870239605,51.654330230084184,132314800
2018-10-22,52.26785659790039,52.909806501448585,51.86279160524243,52.06413853844261,115168400
2018-10-23,52.76057052612305,52.88374981323003,50.858413991095595,51.12609101465835,155071200
2018-10-24,50.950801849365234,53.115896952503974,50.82051640148863,52.72978286182504,163702000
2018-10-25,52.06650924682617,52.44078212582718,51.344020575796435,51.571428208874636,119423200
2018-10-26,51.23741912841797,52.15888711882301,50.37753896663008,51.14266445225162,189033600
2018-10-29,50.27568054199219,52.04044522779363,48.81885860636133,51.922004596336876,183742000
2018-10-30,50.52678680419922,50.97212123255405,49.57215536383629,50.01748979219112,146640000
2018-10-31,51.843841552734375,52.2204819529041,51.313226138583815,51.374817589984865,153435600
2018-11-01,52.63975524902344,52.672918481701075,51.358226731764,51.88884206912743,233292800
2018-11-02,49.148128509521484,50.609685619388856,48.662521147330224,49.63847450952793,365314800
2018-11-05,47.752899169921875,48.41616751574769,46.94276557852468,48.394849066781845,264654800
2018-11-06,48.26930236816406,48.49433887492205,47.77658884210814,47.83107052774979,127531600
2018-11-07,49.73321533203125,49.75927241286378,48.35456840262889,48.79042901426312,133697600
2018-11-08,49.559715270996094,49.947176633809136,49.146102270184855,49.9138976769945,101450400
2018-11-09,48.6041145324707,48.97018295136626,48.076402922214434,48.860839393714286,137463200
2018-11-12,46.155723571777344,47.50590577595815,46.06539344615331,47.30385269299909,204542000
2018-11-13,45.69457244873047,46.871225412365966,45.50916064244286,45.55194993542723,187531600
2018-11-14,44.40382385253906,46.22941826577733,44.19701557173812,46.09154728762127,243204000
2018-11-15,45.499656677246094,45.632772481899075,44.427592041015245,44.7817780140005,185915200
2018-11-16,46.00359344482422,46.34589328098323,45.03612451761562,45.28333905087855,147713200
2018-11-19,44.18037796020508,45.33088300072915,43.97357330630078,45.16448824315479,167701200
2018-11-20,42.06952667236328,43.13683603169067,41.720095905860255,42.39994037904801,271300800
2018-11-21,42.02199935913086,42.85160117839662,41.96732756151808,42.72323689009858,124496800
2018-11-23,40.954673767089844,41.97919739438339,40.90951233353466,41.58460159031392,94496000
2018-11-26,41.5085334777832,41.58697748439808,40.472127359592214,41.41820698327493,179994000
2018-11-27,41.418209075927734,41.54419392188072,40.61951070937927,40.769264159453,165549600
2018-11-28,43.01084899902344,43.09404455097691,41.5822228299945,42.01009758633539,184250000
2018-11-29,42.68043899536133,43.45298939568039,42.2406780858648,43.41971044659814,167080000
2018-11-30,42.449859619140625,42.865848271687376,42.081411801458295,42.85633792843457,158126000
2018-12-03,43.933162689208984,43.9616864680013,43.07503728158199,43.84758772569843,163210000
2018-12-04,42.000587463378906,43.35552105926829,41.900750632853665,43.01322128196301,165377200
2018-12-06,41.53230285644531,41.54656474264468,40.51015869560791,40.82868624450314,172393600
2018-12-07,40.0513916015625,41.47763851102162,40.00622653575494,41.23993069277843,169126400
2018-12-10,40.31524658203125,40.431721089169876,38.824817577209345,39.221789190120006,248104000
2018-12-11,40.08467102050781,40.83582497833246,39.69720611155068,40.8049254280497,189126800
2018-12-12,40.196388244628906,40.866722318061136,40.177371186407235,40.505405466115356,142510800
2018-12-13,40.63615036010742,41.02123948791272,40.30336086904943,40.52680679610269,127594400
2018-12-14,39.33589172363281,40.19164138491191,39.28835088181369,40.172624322757514,162814800
2018-12-17,38.96982192993164,40.018114322657276,38.68219386191158,39.32875944469472,177151600
2018-12-18,39.47613525390625,39.82318660338738,39.076784272225034,39.31211629502645,135366000
2018-12-19,38.244815826416016,39.80417874146304,37.816940971157024,39.459503084525004,196189200
2018-12-20,37.279720306396484,38.53481738866487,36.916027607962675,38.12833539369746,259092000
2018-12-21,35.82969665527344,37.59586754353606,35.56822024442438,37.286846669684195,382978400
2018-12-24,34.902626037597656,36.02460680071689,34.8455748772734,35.21639835155089,148676800
2018-12-26,37.36053466796875,37.37479655569509,34.876488871611976,35.25206763264957,234330000
2018-12-27,37.11807632446289,37.26545764599348,35.672815905236284,37.04438747726442,212468400
2018-12-28,37.13709259033203,37.68144554233319,36.73774518421436,37.43898254454257,169165600
2018-12-31,37.496036529541016,37.88112207522634,37.196522325444576,37.68382412991746,140014000
2019-01-02,37.538814544677734,37.75988468009887,36.66167220093753,36.81856021612245,148158800
2019-01-03,33.799678802490234,34.63878719875447,33.75451373194411,34.225174245848386,365248800
2019-01-04,35.2425651550293,35.31150246393668,34.18239015657941,34.355915874533636,234428400
2019-01-07,35.16411590576172,35.37805511903299,34.68156932360782,35.347151941896,219111200
2019-01-08,35.83445358276367,36.08880268918446,35.30436616393607,35.55158069885025,164101200
2019-01-09,36.44297409057617,36.732977831914454,35.56821132315945,35.962803426324406,180396400
2019-01-10,36.55946350097656,36.599873395186364,35.860601928696866,36.250442609046516,143122800
2019-01-11,36.20051956176758,36.535688433017384,36.01510776642368,36.34076992153444,108092800
2019-01-14,35.65617752075195,35.95806750602516,35.47076568781476,35.85823064422313,129756800
2019-01-15,36.38594055175781,36.46200517390876,35.66806186445189,35.72035787905168,114843600
2019-01-16,36.83045196533203,37.053897907115854,36.369298192226466,36.388315253988246,122278800
2019-01-17,37.04914855957031,37.47702344864449,36.43110665011492,36.65455262702778,119284800
2019-01-18,37.277339935302734,37.52930962970912,37.077662621334206,37.43897950260748,135004000
2019-01-22,36.44060516357422,37.25594114742215,36.27896197923972,37.179876540248834,121576000
2019-01-23,36.587982177734375,36.87798596834581,36.060270599876375,36.64265395320385,92522400
2019-01-24,36.297977447509766,36.72109700768508,36.06978000885468,36.63314628936311,101766000
2019-01-25,37.50078201293945,37.58873636724454,36.683070210489795,36.95880850768255,134142000
2019-01-28,37.15373229980469,37.160863244101265,36.52618381177193,37.03249899249603,104768400
2019-01-29,36.76865005493164,37.58874507388774,36.63315846080026,37.14185313626924,166348800
2019-01-30,39.28121566772461,39.495151246226506,38.087921443945866,38.805800046935204,244439200
2019-01-31,39.564090728759766,40.17262217665651,39.117198859839675,39.485646711738674,162958400
2019-02-01,39.583106994628906,40.16786619757071,39.4428566249422,39.68769901522233,130672400
2019-02-04,40.707462310791016,40.8049233830398,39.76376201843734,39.79466519430484,125982000
2019-02-05,41.40394592285156,41.61788513494221,40.9689438085808,41.09017348977209,144406400
2019-02-06,41.418209075927734,41.73436089051288,41.08779537344349,41.515666518949295,112958400
2019-02-07,40.63377380371094,41.34689723690451,40.491147666218886,40.980825176670464,126966800
2019-02-08,40.6815071105957,40.74118891658765,40.206438623532,40.34251488968405,95280000
2019-02-11,40.44755935668945,40.87249724592725,40.40459019684676,40.834300008718834,83973600
2019-02-12,40.796112060546875,40.82237221177081,40.51202596349423,40.60751907825849,89134000
2019-02-13,40.62661361694336,41.17568718212781,40.564545825038614,40.91547527726699,89960800
2019-02-14,40.77462387084961,40.88443638975765,40.43563153945899,40.514411986165825,87342800
2019-02-15,40.68390655517578,40.98947721171357,40.5239596992294,40.88205065386177,98507200
2019-02-19,40.80565643310547,40.92740968979166,40.46189217428749,40.51441247272279,75891200
2019-02-20,41.06825637817383,41.376216629460316,40.81998159348772,40.867726324078575,104457600
2019-02-21,40.83668518066406,41.14941731354865,40.655253771464714,41.01334466732138,68998800
2019-02-22,41.29266357421875,41.29982510218546,40.913088021224546,40.96083275523248,75652800
2019-02-25,41.59345626831055,41.98496889280759,41.526612916032235,41.576747251585715,87493600
2019-02-26,41.617332458496094,41.8488982409956,41.340407904190954,41.46932269171113,68280800
2019-02-27,41.746246337890625,41.77728205593581,41.235370005885635,41.34996174511865,111341600
2019-02-28,41.33562088012695,41.75578316128007,41.2807146339085,41.61493496143382,112861600
2019-03-01,41.77011489868164,41.813084063086116,41.273561690323184,41.60539248308564,103544800
2019-03-04,41.980201721191406,42.43378218337515,41.53139318278945,41.94200447479764,109744800
2019-03-05,41.90380096435547,42.01600308218327,41.66745963565002,42.001680027599186,78949600
2019-03-06,41.66269302368164,41.894258816148955,41.52423074056893,41.69850066470656,83241600
2019-03-07,41.18046188354492,41.64359345799312,41.065873792169924,41.507517139799894,99185600
2019-03-08,41.27833938598633,41.31653662922078,40.464278397663925,40.660036537223284,95997600
2019-03-11,42.70831298828125,42.76083328628098,41.86083397800015,41.89425565466456,128044000
2019-03-12,43.18815612792969,43.608314858828265,42.82051405104015,42.970913413648546,129870400
2019-03-13,43.37913513183594,43.758710628242646,43.19053854298965,43.508046258708134,124130000
2019-03-14,43.861358642578125,43.94969020617458,43.582048184337154,43.90194183982453,94318000
2019-03-15,44.431922912597656,44.7207845418945,43.86375442838504,44.12874187114219,156171600
2019-03-18,44.88551330566406,44.97384125151117,44.35314874059598,44.35553834520154,104879200
2019-03-19,44.52980041503906,45.11707114202692,44.38417662471166,44.964285824526804,126585600
2019-03-20,44.91893768310547,45.236445486064724,44.10010100332841,44.45819201742965,124140800
2019-03-21,46.57331466674805,46.86933787196459,45.3128346359712,45.362968978842,204136800
2019-03-22,45.60884475708008,47.19399365272044,45.54438737550608,46.63298312227623,169630800
2019-03-25,45.057395935058594,45.83087012477533,44.54651961316686,45.71866799234534,175381200
2019-03-26,44.591888427734375,46.04574102907129,44.06430292565595,45.75449331628853,199202000
2019-03-27,44.9929313659668,45.300887958578926,44.534575419245186,45.05977471386228,119393600
2019-03-28,45.05261993408203,45.253150007800876,44.768533841635445,45.10752619750009,83121600
2019-03-29,45.34624481201172,45.37728052318564,45.009638482582474,45.31759870489063,94256000
2019-04-01,45.65420913696289,45.759246086742245,44.971448928605234,45.74969859774028,111448000
2019-04-02,46.317874908447266,46.4229155104042,45.60885448792773,45.618401977792104,91062800
2019-04-03,46.635379791259766,46.909914730827474,46.11017681396402,46.13405100118274,93087200
2019-04-04,46.71653747558594,46.87887026175252,46.10778224208354,46.50168075880864,76457200
2019-04-05,47.02928924560547,47.05316343833929,46.773849225577045,46.897988470950224,74106400
2019-04-08,47.76934051513672,47.800372591218704,46.87172341690704,46.8908220405598,103526800
2019-04-09,47.6260986328125,48.42583658322132,47.561641238769866,47.82185677668654,143072800
2019-04-10,47.89347457885742,47.92212433476872,47.31097932542279,47.430342987431864,86781200
2019-04-11,47.49480056762695,47.98419231228525,47.373050943277576,47.948384670620705,83603200
2019-04-12,47.47570037841797,47.778885091039584,46.840688483477834,47.55448083017114,111042800
2019-04-15,47.561649322509766,47.70966275779008,47.270401661633095,47.40647800077446,70146400
2019-04-16,47.56641387939453,48.07251458286473,47.40169146179994,47.616548214497456,102785600
2019-04-17,48.49268341064453,48.552365242777874,47.4136348657205,47.63564953276536,115627200
